File,Line,Column,Error_Code,Description,Message
services/recommendation_service.py,155,80,E501,Line length,line too long (96 > 79 characters)
services/recommendation_service.py,157,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,160,1,E302,Blank lines,"expected 2 blank lines, found 1"
services/recommendation_service.py,160,80,E501,Line length,line too long (96 > 79 characters)
services/recommendation_service.py,161,1,D400,Docstring content,First line should end with a period
services/recommendation_service.py,164,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,166,80,E501,Line length,line too long (81 > 79 characters)
services/recommendation_service.py,167,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,170,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,174,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,175,80,E501,Line length,line too long (127 > 79 characters)
services/recommendation_service.py,178,1,C901,Complexity,'get_diverse_recommendations' is too complex (22)
services/recommendation_service.py,178,1,E302,Blank lines,"expected 2 blank lines, found 1"
services/recommendation_service.py,179,1,D400,Docstring content,First line should end with a period
services/recommendation_service.py,183,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,186,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,190,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,193,80,E501,Line length,line too long (89 > 79 characters)
services/recommendation_service.py,194,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,196,80,E501,Line length,line too long (86 > 79 characters)
services/recommendation_service.py,200,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,202,80,E501,Line length,line too long (106 > 79 characters)
services/recommendation_service.py,203,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,206,80,E501,Line length,line too long (95 > 79 characters)
services/recommendation_service.py,213,80,E501,Line length,line too long (85 > 79 characters)
services/recommendation_service.py,216,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,217,80,E501,Line length,line too long (98 > 79 characters)
services/recommendation_service.py,219,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,222,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,226,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,231,80,E501,Line length,line too long (103 > 79 characters)
services/recommendation_service.py,232,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,234,80,E501,Line length,line too long (91 > 79 characters)
services/recommendation_service.py,244,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,247,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,251,80,E501,Line length,line too long (88 > 79 characters)
services/recommendation_service.py,253,80,E501,Line length,line too long (91 > 79 characters)
services/recommendation_service.py,265,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,267,80,E501,Line length,line too long (81 > 79 characters)
services/recommendation_service.py,268,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,270,80,E501,Line length,line too long (82 > 79 characters)
services/recommendation_service.py,271,80,E501,Line length,line too long (82 > 79 characters)
services/recommendation_service.py,272,80,E501,Line length,line too long (85 > 79 characters)
services/recommendation_service.py,273,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,281,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,285,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,287,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,290,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,291,80,E501,Line length,line too long (136 > 79 characters)
services/recommendation_service.py,292,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,305,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,314,1,E302,Blank lines,"expected 2 blank lines, found 1"
services/recommendation_service.py,316,1,D400,Docstring content,First line should end with a period
services/recommendation_service.py,321,80,E501,Line length,line too long (84 > 79 characters)
services/recommendation_service.py,324,1,E302,Blank lines,"expected 2 blank lines, found 1"
services/recommendation_service.py,325,80,E501,Line length,line too long (81 > 79 characters)
services/recommendation_service.py,326,1,D400,Docstring content,First line should end with a period
services/recommendation_service.py,329,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,331,80,E501,Line length,line too long (86 > 79 characters)
services/recommendation_service.py,332,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,335,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,338,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,343,80,E501,Line length,line too long (80 > 79 characters)
services/recommendation_service.py,345,1,E302,Blank lines,"expected 2 blank lines, found 1"
services/recommendation_service.py,346,1,C901,Complexity,'get_profile_recommendations' is too complex (9)
services/recommendation_service.py,347,1,D400,Docstring content,First line should end with a period
services/recommendation_service.py,350,80,E501,Line length,line too long (105 > 79 characters)
services/recommendation_service.py,351,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,352,9,F811,Name errors,redefinition of unused 'text' from line 24
services/recommendation_service.py,354,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,357,80,E501,Line length,line too long (111 > 79 characters)
services/recommendation_service.py,361,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,368,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,373,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,378,80,E501,Line length,line too long (83 > 79 characters)
services/recommendation_service.py,380,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,383,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,386,80,E501,Line length,line too long (84 > 79 characters)
services/recommendation_service.py,387,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,390,80,E501,Line length,line too long (108 > 79 characters)
services/recommendation_service.py,391,80,E501,Line length,line too long (81 > 79 characters)
services/recommendation_service.py,392,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,395,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,399,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,406,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,410,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,411,80,E501,Line length,line too long (107 > 79 characters)
services/recommendation_service.py,412,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,422,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,431,1,E302,Blank lines,"expected 2 blank lines, found 1"
services/recommendation_service.py,433,1,D400,Docstring content,First line should end with a period
services/recommendation_service.py,443,1,E302,Blank lines,"expected 2 blank lines, found 1"
services/recommendation_service.py,445,80,E501,Line length,line too long (85 > 79 characters)
services/recommendation_service.py,446,80,E501,Line length,line too long (82 > 79 characters)
services/recommendation_service.py,447,19,B008,Other,"Do not perform function calls in argument defaults.  The call is performed only once at function definition time. All calls to your function will reuse the result of that definition-time function call.  If this is intended, assign the function call to a module-level variable and use that variable as a default value."
services/recommendation_service.py,447,80,E501,Line length,line too long (84 > 79 characters)
services/recommendation_service.py,451,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,455,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,466,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,467,80,E501,Line length,line too long (114 > 79 characters)
services/recommendation_service.py,468,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,470,80,E501,Line length,line too long (88 > 79 characters)
services/recommendation_service.py,471,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,474,80,E501,Line length,line too long (98 > 79 characters)
services/recommendation_service.py,475,80,E501,Line length,line too long (98 > 79 characters)
services/recommendation_service.py,481,80,E501,Line length,line too long (93 > 79 characters)
services/recommendation_service.py,482,80,E501,Line length,line too long (93 > 79 characters)
services/recommendation_service.py,486,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,490,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,498,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,502,80,E501,Line length,line too long (86 > 79 characters)
services/recommendation_service.py,505,38,W291,Whitespace,trailing whitespace
services/recommendation_service.py,508,19,B008,Other,"Do not perform function calls in argument defaults.  The call is performed only once at function definition time. All calls to your function will reuse the result of that definition-time function call.  If this is intended, assign the function call to a module-level variable and use that variable as a default value."
services/recommendation_service.py,512,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,515,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,520,80,E501,Line length,line too long (88 > 79 characters)
services/recommendation_service.py,521,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,530,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,533,80,E501,Line length,line too long (96 > 79 characters)
services/recommendation_service.py,534,80,E501,Line length,line too long (99 > 79 characters)
services/recommendation_service.py,535,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,536,80,E501,Line length,line too long (120 > 79 characters)
services/recommendation_service.py,537,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,546,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,549,80,E501,Line length,line too long (87 > 79 characters)
services/recommendation_service.py,554,19,W291,Whitespace,trailing whitespace
services/recommendation_service.py,555,19,W291,Whitespace,trailing whitespace
services/recommendation_service.py,556,20,W291,Whitespace,trailing whitespace
services/recommendation_service.py,557,38,W291,Whitespace,trailing whitespace
services/recommendation_service.py,558,19,B008,Other,"Do not perform function calls in argument defaults.  The call is performed only once at function definition time. All calls to your function will reuse the result of that definition-time function call.  If this is intended, assign the function call to a module-level variable and use that variable as a default value."
services/recommendation_service.py,560,1,D400,Docstring content,First line should end with a period
services/recommendation_service.py,560,80,E501,Line length,line too long (80 > 79 characters)
services/recommendation_service.py,564,9,F811,Name errors,redefinition of unused 'datetime' from line 25
services/recommendation_service.py,565,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,566,80,E501,Line length,line too long (115 > 79 characters)
services/recommendation_service.py,567,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,569,80,E501,Line length,line too long (88 > 79 characters)
services/recommendation_service.py,570,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,572,80,E501,Line length,line too long (82 > 79 characters)
services/recommendation_service.py,583,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,592,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,594,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,597,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,598,80,E501,Line length,line too long (84 > 79 characters)
services/recommendation_service.py,599,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,606,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,607,80,E501,Line length,line too long (83 > 79 characters)
services/recommendation_service.py,608,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,618,1,W293,Whitespace,blank line contains whitespace
services/recommendation_service.py,624,29,W291,Whitespace,trailing whitespace
services/recommendation_service.py,630,48,W292,Whitespace,no newline at end of file
shared/database.py,1,1,D100,Missing docstrings,Missing docstring in public module
shared/database.py,3,1,I201,Other,"Missing newline between import groups. 'from sqlalchemy import create_engine, text' is identified as Third Party and 'import time' is identified as Stdlib."
shared/database.py,5,1,I100,Other,"Import statements are in the wrong order. 'from sqlalchemy.exc import OperationalError, ProgrammingError' should be before 'from sqlalchemy.orm import sessionmaker'"
shared/database.py,5,1,F401,Import errors,'sqlalchemy.exc.ProgrammingError' imported but unused
shared/database.py,6,1,I100,Other,"Import statements are in the wrong order. 'from shared.models import Base' should be before 'from sqlalchemy.exc import OperationalError, ProgrammingError' and in a different group."
shared/database.py,6,1,I201,Other,"Missing newline between import groups. 'from shared.models import Base' is identified as Third Party and 'from sqlalchemy.exc import OperationalError, ProgrammingError' is identified as Third Party."
shared/database.py,7,1,I100,Other,Import statements are in the wrong order. 'import logging' should be before 'from shared.models import Base' and in a different group.
shared/database.py,7,1,I201,Other,Missing newline between import groups. 'import logging' is identified as Stdlib and 'from shared.models import Base' is identified as Third Party.
shared/database.py,12,80,E501,Line length,line too long (97 > 79 characters)
shared/database.py,24,1,D103,Missing docstrings,Missing docstring in public function
shared/database.py,24,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/database.py,31,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/database.py,32,1,D400,Docstring content,First line should end with a period
shared/database.py,40,80,E501,Line length,line too long (89 > 79 characters)
shared/database.py,42,1,W293,Whitespace,blank line contains whitespace
shared/database.py,46,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/database.py,47,1,D400,Docstring content,First line should end with a period
shared/database.py,49,1,W293,Whitespace,blank line contains whitespace
shared/database.py,55,1,W293,Whitespace,blank line contains whitespace
shared/database.py,57,1,W293,Whitespace,blank line contains whitespace
shared/database.py,62,69,W291,Whitespace,trailing whitespace
shared/database.py,65,1,W293,Whitespace,blank line contains whitespace
shared/database.py,69,1,W293,Whitespace,blank line contains whitespace
shared/database.py,74,1,W293,Whitespace,blank line contains whitespace
shared/database.py,82,1,W293,Whitespace,blank line contains whitespace
shared/database.py,86,1,D103,Missing docstrings,Missing docstring in public function
shared/database.py,86,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/models.py,1,1,D100,Missing docstrings,Missing docstring in public module
shared/models.py,1,1,I101,Other,"Imported names are in the wrong order. Should be Column, DateTime, ForeignKey, Integer, String, Text, create_engine"
shared/models.py,1,1,F401,Import errors,'sqlalchemy.create_engine' imported but unused
shared/models.py,1,80,E501,Line length,line too long (89 > 79 characters)
shared/models.py,3,1,I101,Other,"Imported names are in the wrong order. Should be relationship, sessionmaker"
shared/models.py,3,1,F401,Import errors,'sqlalchemy.orm.sessionmaker' imported but unused
shared/models.py,4,1,I100,Other,"Import statements are in the wrong order. 'from datetime import datetime' should be before 'from sqlalchemy.orm import sessionmaker, relationship' and in a different group."
shared/models.py,4,1,I201,Other,"Missing newline between import groups. 'from datetime import datetime' is identified as Stdlib and 'from sqlalchemy.orm import sessionmaker, relationship' is identified as Third Party."
shared/models.py,8,1,D101,Missing docstrings,Missing docstring in public class
shared/models.py,8,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/models.py,10,1,W293,Whitespace,blank line contains whitespace
shared/models.py,19,1,W293,Whitespace,blank line contains whitespace
shared/models.py,22,1,D101,Missing docstrings,Missing docstring in public class
shared/models.py,22,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/models.py,24,1,W293,Whitespace,blank line contains whitespace
shared/models.py,32,1,W293,Whitespace,blank line contains whitespace
shared/models.py,36,1,D101,Missing docstrings,Missing docstring in public class
shared/models.py,36,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/models.py,38,1,W293,Whitespace,blank line contains whitespace
shared/models.py,45,1,W293,Whitespace,blank line contains whitespace
shared/models.py,48,1,D101,Missing docstrings,Missing docstring in public class
shared/models.py,48,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/models.py,50,1,W293,Whitespace,blank line contains whitespace
shared/models.py,55,80,E501,Line length,line too long (80 > 79 characters)
shared/models.py,57,80,E501,Line length,line too long (84 > 79 characters)
shared/models.py,59,1,D101,Missing docstrings,Missing docstring in public class
shared/models.py,59,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/models.py,61,1,W293,Whitespace,blank line contains whitespace
shared/models.py,72,1,D101,Missing docstrings,Missing docstring in public class
shared/models.py,72,1,E302,Blank lines,"expected 2 blank lines, found 1"
shared/models.py,74,1,W293,Whitespace,blank line contains whitespace
shared/models.py,80,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,1,1,D100,Missing docstrings,Missing docstring in public module
ui/app.py,2,77,W291,Whitespace,trailing whitespace
ui/app.py,3,2,W291,Whitespace,trailing whitespace
ui/app.py,6,80,E501,Line length,line too long (111 > 79 characters)
ui/app.py,10,1,I100,Other,Import statements are in the wrong order. 'import requests' should be before 'import streamlit' and in a different group.
ui/app.py,10,1,I201,Other,Missing newline between import groups. 'import requests' is identified as Third Party and 'import streamlit' is identified as Third Party.
ui/app.py,11,1,I100,Other,Import statements are in the wrong order. 'import pandas' should be before 'import requests' and in a different group.
ui/app.py,11,1,I201,Other,Missing newline between import groups. 'import pandas' is identified as Third Party and 'import requests' is identified as Third Party.
ui/app.py,12,1,I100,Other,Import statements are in the wrong order. 'import json' should be before 'import pandas' and in a different group.
ui/app.py,12,1,I201,Other,Missing newline between import groups. 'import json' is identified as Stdlib and 'import pandas' is identified as Third Party.
ui/app.py,12,1,F401,Import errors,'json' imported but unused
ui/app.py,14,1,I100,Other,Import statements are in the wrong order. 'import os' should be before 'from datetime import datetime'
ui/app.py,15,1,I201,Other,Missing newline between import groups. 'from PIL import Image' is identified as Third Party and 'import os' is identified as Stdlib.
ui/app.py,16,1,I201,Other,Missing newline between import groups. 'import plotly.express' is identified as Third Party and 'from PIL import Image' is identified as Third Party.
ui/app.py,19,1,I100,Other,"Import statements are in the wrong order. 'from collections import Counter, defaultdict' should be before 'from plotly.subplots import make_subplots' and in a different group."
ui/app.py,19,1,I201,Other,"Missing newline between import groups. 'from collections import Counter, defaultdict' is identified as Stdlib and 'from plotly.subplots import make_subplots' is identified as Third Party."
ui/app.py,20,1,I201,Other,"Missing newline between import groups. 'import numpy' is identified as Third Party and 'from collections import Counter, defaultdict' is identified as Stdlib."
ui/app.py,21,1,I201,Other,Missing newline between import groups. 'import pandas' is identified as Third Party and 'import numpy' is identified as Third Party.
ui/app.py,21,1,F811,Name errors,redefinition of unused 'pd' from line 11
ui/app.py,22,1,I201,Other,"Missing newline between import groups. 'from sqlalchemy import create_engine, text' is identified as Third Party and 'import pandas' is identified as Third Party."
ui/app.py,22,1,F401,Import errors,'sqlalchemy.create_engine' imported but unused
ui/app.py,22,1,F401,Import errors,'sqlalchemy.text' imported but unused
ui/app.py,28,80,E501,Line length,line too long (186 > 79 characters)
ui/app.py,52,1,D103,Missing docstrings,Missing docstring in public function
ui/app.py,52,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,59,1,D103,Missing docstrings,Missing docstring in public function
ui/app.py,59,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,66,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,67,1,D400,Docstring content,First line should end with a period
ui/app.py,70,1,W293,Whitespace,blank line contains whitespace
ui/app.py,72,1,W293,Whitespace,blank line contains whitespace
ui/app.py,74,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,75,80,E501,Line length,line too long (106 > 79 characters)
ui/app.py,76,1,W293,Whitespace,blank line contains whitespace
ui/app.py,82,1,W293,Whitespace,blank line contains whitespace
ui/app.py,85,1,W293,Whitespace,blank line contains whitespace
ui/app.py,95,80,E501,Line length,line too long (92 > 79 characters)
ui/app.py,98,1,W293,Whitespace,blank line contains whitespace
ui/app.py,106,15,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,108,1,W293,Whitespace,blank line contains whitespace
ui/app.py,113,1,D400,Docstring content,First line should end with a period
ui/app.py,116,1,W293,Whitespace,blank line contains whitespace
ui/app.py,118,1,W293,Whitespace,blank line contains whitespace
ui/app.py,122,1,W293,Whitespace,blank line contains whitespace
ui/app.py,125,1,W293,Whitespace,blank line contains whitespace
ui/app.py,126,69,W291,Whitespace,trailing whitespace
ui/app.py,128,1,W293,Whitespace,blank line contains whitespace
ui/app.py,136,80,E501,Line length,line too long (103 > 79 characters)
ui/app.py,139,1,W293,Whitespace,blank line contains whitespace
ui/app.py,144,16,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,144,80,E501,Line length,line too long (85 > 79 characters)
ui/app.py,146,1,W293,Whitespace,blank line contains whitespace
ui/app.py,149,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,150,1,D400,Docstring content,First line should end with a period
ui/app.py,153,1,W293,Whitespace,blank line contains whitespace
ui/app.py,166,1,W293,Whitespace,blank line contains whitespace
ui/app.py,168,1,W293,Whitespace,blank line contains whitespace
ui/app.py,178,1,W293,Whitespace,blank line contains whitespace
ui/app.py,186,1,W293,Whitespace,blank line contains whitespace
ui/app.py,189,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,190,1,D400,Docstring content,First line should end with a period
ui/app.py,193,1,W293,Whitespace,blank line contains whitespace
ui/app.py,195,80,E501,Line length,line too long (89 > 79 characters)
ui/app.py,197,1,W293,Whitespace,blank line contains whitespace
ui/app.py,202,80,E501,Line length,line too long (109 > 79 characters)
ui/app.py,206,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,208,1,W293,Whitespace,blank line contains whitespace
ui/app.py,210,1,W293,Whitespace,blank line contains whitespace
ui/app.py,212,12,W291,Whitespace,trailing whitespace
ui/app.py,213,24,W291,Whitespace,trailing whitespace
ui/app.py,219,80,E501,Line length,line too long (88 > 79 characters)
ui/app.py,220,80,E501,Line length,line too long (87 > 79 characters)
ui/app.py,222,1,W293,Whitespace,blank line contains whitespace
ui/app.py,226,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,227,1,D400,Docstring content,First line should end with a period
ui/app.py,230,1,W293,Whitespace,blank line contains whitespace
ui/app.py,233,26,C403,Comprehensions,Unnecessary list comprehension - rewrite as a set comprehension.
ui/app.py,235,1,W293,Whitespace,blank line contains whitespace
ui/app.py,238,1,W293,Whitespace,blank line contains whitespace
ui/app.py,240,13,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,240,15,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,241,14,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,241,16,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,242,15,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,242,17,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,243,14,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,243,16,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,244,14,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,244,16,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,244,80,E501,Line length,line too long (106 > 79 characters)
ui/app.py,245,14,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,245,16,E251,Whitespace,unexpected spaces around keyword / parameter equals
ui/app.py,259,1,W293,Whitespace,blank line contains whitespace
ui/app.py,263,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,264,1,D400,Docstring content,First line should end with a period
ui/app.py,267,1,W293,Whitespace,blank line contains whitespace
ui/app.py,271,1,W293,Whitespace,blank line contains whitespace
ui/app.py,274,80,E501,Line length,line too long (84 > 79 characters)
ui/app.py,275,32,C403,Comprehensions,Unnecessary list comprehension - rewrite as a set comprehension.
ui/app.py,275,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,281,1,W293,Whitespace,blank line contains whitespace
ui/app.py,286,1,W293,Whitespace,blank line contains whitespace
ui/app.py,293,18,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,294,20,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,297,1,W293,Whitespace,blank line contains whitespace
ui/app.py,305,1,W293,Whitespace,blank line contains whitespace
ui/app.py,308,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,309,1,D400,Docstring content,First line should end with a period
ui/app.py,312,1,W293,Whitespace,blank line contains whitespace
ui/app.py,314,80,E501,Line length,line too long (95 > 79 characters)
ui/app.py,316,1,W293,Whitespace,blank line contains whitespace
ui/app.py,320,80,E501,Line length,line too long (92 > 79 characters)
ui/app.py,321,1,W293,Whitespace,blank line contains whitespace
ui/app.py,322,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,323,1,W293,Whitespace,blank line contains whitespace
ui/app.py,325,1,W293,Whitespace,blank line contains whitespace
ui/app.py,334,1,W293,Whitespace,blank line contains whitespace
ui/app.py,336,15,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,337,24,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,344,1,W293,Whitespace,blank line contains whitespace
ui/app.py,347,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,348,1,D400,Docstring content,First line should end with a period
ui/app.py,350,1,W293,Whitespace,blank line contains whitespace
ui/app.py,354,1,W293,Whitespace,blank line contains whitespace
ui/app.py,359,1,W293,Whitespace,blank line contains whitespace
ui/app.py,377,1,W293,Whitespace,blank line contains whitespace
ui/app.py,380,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,381,1,D400,Docstring content,First line should end with a period
ui/app.py,383,1,W293,Whitespace,blank line contains whitespace
ui/app.py,387,1,W293,Whitespace,blank line contains whitespace
ui/app.py,393,1,W293,Whitespace,blank line contains whitespace
ui/app.py,397,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,398,1,W293,Whitespace,blank line contains whitespace
ui/app.py,401,1,W293,Whitespace,blank line contains whitespace
ui/app.py,414,1,W293,Whitespace,blank line contains whitespace
ui/app.py,417,1,W293,Whitespace,blank line contains whitespace
ui/app.py,419,80,E501,Line length,line too long (142 > 79 characters)
ui/app.py,419,91,C401,Comprehensions,Unnecessary generator - rewrite as a set comprehension.
ui/app.py,420,1,W293,Whitespace,blank line contains whitespace
ui/app.py,423,1,W293,Whitespace,blank line contains whitespace
ui/app.py,479,1,W293,Whitespace,blank line contains whitespace
ui/app.py,484,1,W293,Whitespace,blank line contains whitespace
ui/app.py,487,32,W291,Whitespace,trailing whitespace
ui/app.py,488,39,W291,Whitespace,trailing whitespace
ui/app.py,492,1,W293,Whitespace,blank line contains whitespace
ui/app.py,499,1,W293,Whitespace,blank line contains whitespace
ui/app.py,501,1,W293,Whitespace,blank line contains whitespace
ui/app.py,505,1,W293,Whitespace,blank line contains whitespace
ui/app.py,527,1,W293,Whitespace,blank line contains whitespace
ui/app.py,529,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,530,1,W293,Whitespace,blank line contains whitespace
ui/app.py,545,18,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,553,44,W504,Line breaks,line break after binary operator
ui/app.py,554,43,W504,Line breaks,line break after binary operator
ui/app.py,560,1,W293,Whitespace,blank line contains whitespace
ui/app.py,568,13,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,583,16,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,585,1,W293,Whitespace,blank line contains whitespace
ui/app.py,588,1,C901,Complexity,'create_simple_country_visualization' is too complex (10)
ui/app.py,588,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,589,1,D205,Docstring format,1 blank line required between summary line and description
ui/app.py,589,1,D400,Docstring content,First line should end with a period
ui/app.py,595,1,W293,Whitespace,blank line contains whitespace
ui/app.py,597,1,W293,Whitespace,blank line contains whitespace
ui/app.py,600,1,W293,Whitespace,blank line contains whitespace
ui/app.py,611,1,W293,Whitespace,blank line contains whitespace
ui/app.py,614,1,W293,Whitespace,blank line contains whitespace
ui/app.py,621,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,623,1,W293,Whitespace,blank line contains whitespace
ui/app.py,629,1,W293,Whitespace,blank line contains whitespace
ui/app.py,633,1,W293,Whitespace,blank line contains whitespace
ui/app.py,638,1,W293,Whitespace,blank line contains whitespace
ui/app.py,645,1,W293,Whitespace,blank line contains whitespace
ui/app.py,650,16,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,654,1,W293,Whitespace,blank line contains whitespace
ui/app.py,660,1,W293,Whitespace,blank line contains whitespace
ui/app.py,663,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,664,1,D205,Docstring format,1 blank line required between summary line and description
ui/app.py,664,1,D400,Docstring content,First line should end with a period
